,items,sentiment_score_definition,relevance_score_definition,feed
27,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Apple wants to be a force in live sports. Buying ESPN could be the answer.', 'url': 'https://www.marketwatch.com/story/apple-wants-to-be-a-force-in-live-sports-buying-espn-could-be-the-answer-a48b5cf4', 'time_published': '20230830T184500', 'authors': ['Michael McCarthy'], 'summary': 'Wedbush Securities analyst Dan Ives raised eyebrows this week by declaring it a ""no-brainer"" for Apple to acquire ESPN from The Walt Disney Co. at a potential price of $50 billion.', 'banner_image': 'https://images.mktw.net/im-782089/social', 'source': 'MarketWatch', 'category_within_source': 'Top Stories', 'source_domain': 'www.marketwatch.com', 'topics': [{'topic': 'Real Estate & Construction', 'relevance_score': '0.5'}, {'topic': 'Technology', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.538269'}], 'overall_sentiment_score': 0.096924, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DKNG', 'relevance_score': '0.02866', 'ticker_sentiment_score': '0.058505', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PENN', 'relevance_score': '0.02866', 'ticker_sentiment_score': '-0.030465', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'GOOG', 'relevance_score': '0.02866', 'ticker_sentiment_score': '-0.055962', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'VZ', 'relevance_score': '0.02866', 'ticker_sentiment_score': '-0.031718', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.057284', 'ticker_sentiment_score': '0.037953', 'ticker_sentiment_label': 'Neutral'}]}"
28,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Paper comic books market to grow by USD 818.03 million from 2022 to 2027 | The growing number of partnerships is shaping the market growth - Technavio', 'url': 'https://www.benzinga.com/pressreleases/23/08/n34115885/paper-comic-books-market-to-grow-by-usd-818-03-million-from-2022-to-2027-the-growing-number-of-par', 'time_published': '20230830T140100', 'authors': ['PRNewswire'], 'summary': 'NEW YORK, Aug. 30, 2023 /PRNewswire/ -- The paper comic books market size is estimated to grow at a CAGR of 2.01% between 2022 and 2027. The market size is forecast to increase by USD 818.03 million. The growing number of partnerships is the primary trend shaping the paper comic books market.', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [], 'overall_sentiment_score': 0.292255, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'KDKWF', 'relevance_score': '0.039745', 'ticker_sentiment_score': '0.149243', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'IDWM', 'relevance_score': '0.039745', 'ticker_sentiment_score': '0.149243', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'THQQF', 'relevance_score': '0.039745', 'ticker_sentiment_score': '0.149243', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.039745', 'ticker_sentiment_score': '0.149243', 'ticker_sentiment_label': 'Neutral'}]}"
29,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'MetaMedia Named Exclusive Livestreaming Partner for ESPN and Theater Sports Network Partnership to Livestream NCAA College Football Games Into U.S. Cinemas', 'url': 'https://www.benzinga.com/pressreleases/23/08/n34105328/metamedia-named-exclusive-livestreaming-partner-for-espn-and-theater-sports-network-partnership-to', 'time_published': '20230830T004100', 'authors': ['PRNewswire'], 'summary': ""LOS ANGELES, Aug. 29, 2023 /PRNewswire/ -- MetaMedia, the world's first global entertainment platform that delivers movies, premium content and live events to cinemas and other venues, today announced that the company will serve as the exclusive livestreaming partner for Theater Sports Network ..."", 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Finance', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.302326, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'ALL', 'relevance_score': '0.059049', 'ticker_sentiment_score': '0.199017', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'CNK', 'relevance_score': '0.059049', 'ticker_sentiment_score': '0.173006', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'BSEG', 'relevance_score': '0.059049', 'ticker_sentiment_score': '0.155001', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'GBHL', 'relevance_score': '0.117774', 'ticker_sentiment_score': '0.118026', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.059049', 'ticker_sentiment_score': '0.142', 'ticker_sentiment_label': 'Neutral'}]}"
30,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'United States Anime Merchandising Markets Report 2023-2030: Streaming Platforms Influence & Enthusiastic Fan Base Propels Growth', 'url': 'https://www.benzinga.com/pressreleases/23/08/n34104536/united-states-anime-merchandising-markets-report-2023-2030-streaming-platforms-influence-enthusias', 'time_published': '20230829T223000', 'authors': ['PRNewswire'], 'summary': 'Dublin, Aug. 29, 2023 /PRNewswire/ -- The ""U.S. Anime Merchandising Market Size, Share & Trends Analysis Report By Product ( Figurine, Clothing, Books, Posters ) , By Distribution Channel ( E-Commerce, Brick & Mortar ) , And Segment Forecasts, 2023 - 2030"" report has been added to ...', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.332509, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'NFLX', 'relevance_score': '0.044634', 'ticker_sentiment_score': '0.237908', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'SNEJF', 'relevance_score': '0.044634', 'ticker_sentiment_score': '0.289054', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'NCBDF', 'relevance_score': '0.044634', 'ticker_sentiment_score': '0.164845', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'AMCX', 'relevance_score': '0.044634', 'ticker_sentiment_score': '0.289054', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.044634', 'ticker_sentiment_score': '0.289054', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LGF-A', 'relevance_score': '0.044634', 'ticker_sentiment_score': '0.289054', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
31,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Disney Struggles As Stock Falls To 9-Year-Low And Park Attendance Slows - Wall Street Asks, 'Why Not Make A Clean Break?'"", 'url': 'https://www.benzinga.com/news/23/08/34097653/disney-struggles-as-stock-falls-to-9-year-low-and-park-attendance-slows-wall-street-asks-why-not-mak', 'time_published': '20230829T170012', 'authors': ['Jeannine Mancini'], 'summary': 'In 2019, The Walt Disney Co. celebrated several major successes, including the launch of Disney+ with 10 million subscribers on Day 1, a massive $71 billion acquisition of Fox\'s entertainment assets and the release of ""Avengers: Endgame,"" the second-highest-grossing movie ever.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/Walt_Disney_Mickey_Mouse_3.jpeg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'News', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}, {'topic': 'Earnings', 'relevance_score': '0.495866'}, {'topic': 'Real Estate & Construction', 'relevance_score': '0.333333'}, {'topic': 'Technology', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.139461, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'PENN', 'relevance_score': '0.053629', 'ticker_sentiment_score': '0.227842', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'ABNB', 'relevance_score': '0.107016', 'ticker_sentiment_score': '0.115037', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'BAC', 'relevance_score': '0.053629', 'ticker_sentiment_score': '0.110338', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PARA', 'relevance_score': '0.053629', 'ticker_sentiment_score': '-0.080954', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.053629', 'ticker_sentiment_score': '0.289935', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
32,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Ahsoka Streaming Estimates Are In: Was The Force Strong For New Disney+ Series? - Walt Disney  ( NYSE:DIS ) ', 'url': 'https://www.benzinga.com/general/entertainment/23/08/34093249/ahsoka-streaming-estimates-are-in-was-the-force-strong-for-new-disney-series', 'time_published': '20230829T153701', 'authors': ['Chris Katje'], 'summary': 'Media giant The Walt Disney Company DIS continues to work on boosting its subscriber count and subscription revenue from its Disney+ streaming platform, which ended the third quarter with 105.7 million subscribers. Estimates for the company\'s new Star Wars series ""Ahsoka"" are in.', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/29/star_wars_disney.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [], 'overall_sentiment_score': 0.024127, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'NFLX', 'relevance_score': '0.245339', 'ticker_sentiment_score': '-0.128925', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.245339', 'ticker_sentiment_score': '0.252572', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
33,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Walt Disney Pictures VFX workers file for unionization | Business', 'url': 'https://www.cnn.com/2023/08/28/business/disney-vfx-employees-union-iatse/index.html', 'time_published': '20230828T182700', 'authors': ['Ramishah Maruf'], 'summary': 'Walt Disney Pictures VFX workers file for unionization ...', 'banner_image': 'https://media.cnn.com/api/v1/images/stellar/prod/230828132733-walt-disney-headquarters-restricted.jpg?c=16x9&q=w_800,c_fill', 'source': 'CNN', 'category_within_source': 'Economy', 'source_domain': 'www.cnn.com', 'topics': [], 'overall_sentiment_score': 0.054051, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'WBD', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.174079', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.174079', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
34,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Walt Disney Pictures VFX workers file for unionization | Business', 'url': 'https://edition.cnn.com/2023/08/28/business/disney-vfx-employees-union-iatse/index.html', 'time_published': '20230828T182700', 'authors': ['Ramishah Maruf'], 'summary': 'Walt Disney Pictures VFX workers file for unionization CNN International ...', 'banner_image': 'https://media.cnn.com/api/v1/images/stellar/prod/230828132733-walt-disney-headquarters-restricted.jpg?c=16x9&q=w_800,c_fill', 'source': 'CNN', 'category_within_source': 'Economy', 'source_domain': 'edition.cnn.com', 'topics': [], 'overall_sentiment_score': 0.054051, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'WBD', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.174079', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.142565', 'ticker_sentiment_score': '0.174079', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
35,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Best Stocks To Invest In Right Now? 2 Consumer Discretionary Stocks To Watch', 'url': 'https://stockmarket.com/featured/best-stocks-to-invest-in-right-now-2-consumer-discretionary-stocks-to-watch-2023-08-28', 'time_published': '20230828T143507', 'authors': ['Josh Dylan'], 'summary': 'The consumer discretionary sector is a category of the economy comprising businesses that sell non-essential goods and services. Unlike consumer staples, which include necessities like food and healthcare, discretionary products and services are often luxury items or activities.', 'banner_image': 'https://u3j7m9h7.rocketcdn.me/wp-content/uploads/2020/12/SBUX-stock.jpg', 'source': 'StockMarket.com', 'category_within_source': 'n/a', 'source_domain': 'stockmarket.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.998333'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.999701'}], 'overall_sentiment_score': 0.171691, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'SBUX', 'relevance_score': '0.258351', 'ticker_sentiment_score': '0.181437', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.195287', 'ticker_sentiment_score': '0.150067', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
36,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'PlayOn! Sports Adds Michael Paull and Heather Friedland to its Board of Directors', 'url': 'https://www.prnewswire.com/news-releases/playon-sports-adds-michael-paull-and-heather-friedland-to-its-board-of-directors-301911258.html', 'time_published': '20230828T140000', 'authors': ['PlayOn! Sports'], 'summary': 'The accomplished executives bring significant media and technology expertise to drive future growth and innovation.', 'banner_image': 'https://mma.prnewswire.com/media/1882582/PlayOn_Sports_Logo.jpg?p=facebook', 'source': 'PR Newswire', 'category_within_source': 'n/a', 'source_domain': 'www.prnewswire.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.317806, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.075397', 'ticker_sentiment_score': '0.111985', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.150122', 'ticker_sentiment_score': '0.165338', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'EBAY', 'relevance_score': '0.150122', 'ticker_sentiment_score': '0.143202', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.075397', 'ticker_sentiment_score': '0.129342', 'ticker_sentiment_label': 'Neutral'}]}"
37,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'PlayOn! Sports Adds Michael Paull and Heather Friedland to its Board of Directors', 'url': 'https://www.benzinga.com/pressreleases/23/08/n34068896/playon-sports-adds-michael-paull-and-heather-friedland-to-its-board-of-directors', 'time_published': '20230828T140000', 'authors': ['PRNewswire'], 'summary': 'The accomplished executives bring significant media and technology expertise to drive future growth and innovation.', 'banner_image': 'https://www.benzinga.com/next-assets/images/schema-image-default.png', 'source': 'Benzinga', 'category_within_source': 'General', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': 0.313455, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'MSFT', 'relevance_score': '0.072435', 'ticker_sentiment_score': '0.11147', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'SNEJF', 'relevance_score': '0.144275', 'ticker_sentiment_score': '0.161494', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'EBAY', 'relevance_score': '0.144275', 'ticker_sentiment_score': '0.139857', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.072435', 'ticker_sentiment_score': '0.128742', 'ticker_sentiment_label': 'Neutral'}]}"
38,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Disney firefighters push back against DeSantis board appointees over decision to end free park passes', 'url': 'https://www.businessinsider.com/disney-firefighters-upset-desantis-board-free-park-passes-reedy-district-2023-8', 'time_published': '20230827T165900', 'authors': ['John L. Dorman'], 'summary': ""Disney firefighters upset that DeSantis' board halted free park passes - Business Insider ..."", 'banner_image': None, 'source': 'Business Insider', 'category_within_source': 'GoogleRSS', 'source_domain': 'www.businessinsider.com', 'topics': [], 'overall_sentiment_score': -0.016963, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.064449', 'ticker_sentiment_score': '-0.030401', 'ticker_sentiment_label': 'Neutral'}]}"
39,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Q2 Earnings & Market Sell-Off Impact: 5 Must-See ETF Charts', 'url': 'https://www.zacks.com/stock/news/2140941/q2-earnings-market-sell-off-impact-5-must-see-etf-charts', 'time_published': '20230825T154600', 'authors': ['Sweta Killa'], 'summary': ""Let's delve into some of the best ETF charts of Q2 earnings."", 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/84/124.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Life Sciences', 'relevance_score': '0.5'}, {'topic': 'Economy - Fiscal', 'relevance_score': '0.158519'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Earnings', 'relevance_score': '1.0'}, {'topic': 'Finance', 'relevance_score': '0.5'}], 'overall_sentiment_score': 0.112573, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'IVZ', 'relevance_score': '0.120834', 'ticker_sentiment_score': '0.170068', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'LLY', 'relevance_score': '0.120834', 'ticker_sentiment_score': '0.20179', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.080728', 'ticker_sentiment_score': '0.026402', 'ticker_sentiment_label': 'Neutral'}]}"
40,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'The Zacks Analyst Blog Highlights Procter & Gamble, AbbVie, The Walt Disney, HSBC Holdings and Duke Energy', 'url': 'https://www.zacks.com/stock/news/2140809/the-zacks-analyst-blog-highlights-procter-gamble-abbvie-the-walt-disney-hsbc-holdings-and-duke-energy', 'time_published': '20230825T132100', 'authors': ['Zacks Equity Research'], 'summary': 'Procter & Gamble, AbbVie, The Walt Disney, HSBC Holdings and Duke Energy are part of the Zacks top Analyst Blog.', 'banner_image': 'https://staticx-tuner.zacks.com/images/articles/main/f6/446.jpg', 'source': 'Zacks Commentary', 'category_within_source': 'n/a', 'source_domain': 'www.zacks.com', 'topics': [{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '0.333333'}, {'topic': 'Energy & Transportation', 'relevance_score': '0.333333'}, {'topic': 'Finance', 'relevance_score': '0.333333'}], 'overall_sentiment_score': 0.227693, 'overall_sentiment_label': 'Somewhat-Bullish', 'ticker_sentiment': [{'ticker': 'ABBV', 'relevance_score': '0.40348', 'ticker_sentiment_score': '0.222798', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DUK', 'relevance_score': '0.140076', 'ticker_sentiment_score': '0.037643', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'HSBC', 'relevance_score': '0.140076', 'ticker_sentiment_score': '0.037643', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.208764', 'ticker_sentiment_score': '0.049411', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'PG', 'relevance_score': '0.208764', 'ticker_sentiment_score': '0.049411', 'ticker_sentiment_label': 'Neutral'}]}"
41,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""What's Going On With Disney Stock Today? - Walt Disney  ( NYSE:DIS ) "", 'url': 'https://www.benzinga.com/news/23/08/34032136/whats-going-on-with-disney-stock-today', 'time_published': '20230824T194809', 'authors': ['Ryan Gustafson'], 'summary': 'The Walt Disney Company DIS shares are trading lower Thursday amid overall market weakness. The stock has also been under pressure amid the SAG-AFTRA strike. What To Know: The ongoing strike began after the SAG-AFTRA union was unable to reach an agreement with the Alliance of Motion Picture and ...', 'banner_image': 'https://cdn.benzinga.com/files/images/story/2023/08/24/video-production-4223885_1280.jpg?width=1200&height=800&fit=crop', 'source': 'Benzinga', 'category_within_source': 'News', 'source_domain': 'www.benzinga.com', 'topics': [{'topic': 'Financial Markets', 'relevance_score': '0.316726'}], 'overall_sentiment_score': -0.083749, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'DIS', 'relevance_score': '0.694939', 'ticker_sentiment_score': '-0.178231', 'ticker_sentiment_label': 'Somewhat-Bearish'}]}"
42,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Warner Bros. Discovery to Add CNN Channel to Max Streaming Service', 'url': 'https://www.nytimes.com/2023/08/24/business/media/warner-bros-discovery-cnn-streaming-max.html', 'time_published': '20230824T151851', 'authors': ['John Koblin'], 'summary': 'The new channel, which will start Sept. 27, will feature distinct programming and, in an unusual move, live programming from the cable network.', 'banner_image': 'https://static01.nyt.com/images/2023/08/24/multimedia/24cnn-streaming-fwmh/24cnn-streaming-fwmh-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'Business', 'source_domain': 'www.nytimes.com', 'topics': [{'topic': 'Technology', 'relevance_score': '1.0'}], 'overall_sentiment_score': -0.020995, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'WBD', 'relevance_score': '0.491878', 'ticker_sentiment_score': '-0.071607', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'CCZ', 'relevance_score': '0.087824', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'FOX', 'relevance_score': '0.087824', 'ticker_sentiment_score': '0.084211', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.087824', 'ticker_sentiment_score': '0.0', 'ticker_sentiment_label': 'Neutral'}]}"
43,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': ""Does Disney's Streaming and Attendance Slip Offer a Buy-the-Dip Scenario?"", 'url': 'https://www.fool.com/investing/2023/08/24/does-disneys-streaming-and-attendance-slip-offer-a/', 'time_published': '20230824T130300', 'authors': ['Nicholas Robbins'], 'summary': ""From restructured operations to strategic streaming shifts, Disney's latest transformation reveals a potential path to renewed success."", 'banner_image': 'https://g.foolcdn.com/misc-assets/hp-sa-cumulative-growth-chart.png', 'source': 'Motley Fool', 'category_within_source': 'n/a', 'source_domain': 'www.fool.com', 'topics': [{'topic': 'Earnings', 'relevance_score': '0.999999'}, {'topic': 'Financial Markets', 'relevance_score': '0.360215'}], 'overall_sentiment_score': 0.370566, 'overall_sentiment_label': 'Bullish', 'ticker_sentiment': [{'ticker': 'ICNB', 'relevance_score': '0.098862', 'ticker_sentiment_score': '0.213457', 'ticker_sentiment_label': 'Somewhat-Bullish'}, {'ticker': 'DIS', 'relevance_score': '0.098862', 'ticker_sentiment_score': '0.203956', 'ticker_sentiment_label': 'Somewhat-Bullish'}]}"
44,50,x <= -0.35: Bearish; -0.35 < x <= -0.15: Somewhat-Bearish; -0.15 < x < 0.15: Neutral; 0.15 <= x < 0.35: Somewhat_Bullish; x >= 0.35: Bullish,"0 < x <= 1, with a higher score indicating higher relevance.","{'title': 'Honey, I Blew Up the Family Film', 'url': 'https://www.nytimes.com/2023/08/24/movies/honey-i-blew-up-the-family-film.html', 'time_published': '20230824T092446', 'authors': ['Alexis Soloski'], 'summary': 'My son\'s first movie was ""La La Land,"" which he watched strapped to my chest during a baby-friendly matinee in Brooklyn. He was 7 months old then, hungry and appropriately fussy, which means that I spent most of the movie standing at the back of the theater - nursing, jiggling, shushing - and ...', 'banner_image': 'https://static01.nyt.com/images/2023/08/27/arts/00children-movies/00children-movies-articleLarge.jpg?quality=75&auto=webp&disable=upscale', 'source': 'New York Times', 'category_within_source': 'GoogleRSS', 'source_domain': 'www.nytimes.com', 'topics': [], 'overall_sentiment_score': 0.111986, 'overall_sentiment_label': 'Neutral', 'ticker_sentiment': [{'ticker': 'SCOR', 'relevance_score': '0.028937', 'ticker_sentiment_score': '0.073836', 'ticker_sentiment_label': 'Neutral'}, {'ticker': 'DIS', 'relevance_score': '0.028937', 'ticker_sentiment_score': '0.125636', 'ticker_sentiment_label': 'Neutral'}]}"
